School Code,School Name,Address,City,State Code,Zip Code,Province,Country,Postal Code
001659,ROSALIND FRANKLIN UNIVERSITY OF MEDICINE,3333 GREEN BAY ROAD-FAO,NORTH CHICAGO,IL,60064,N/A,N/A,N/A
001663,SPERTUS COLLEGE,610 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60605,N/A,N/A,N/A
001664,UNIVERSITY OF ST. FRANCIS,500 N WILCOX STREET,JOLIET,IL,60435,N/A,N/A,N/A
001665,COLUMBIA COLLEGE CHICAGO,600 S MICHIGAN AVE,CHICAGO,IL,60605,N/A,N/A,N/A
001666,CONCORDIA UNIVERSITY,7400 AUGUSTA STREET,RIVER FOREST,IL,60305,N/A,N/A,N/A
001669,DANVILLE AREA COMMUNITY COLLEGE,2000 EAST MAIN STREET,DANVILLE,IL,61832,N/A,N/A,N/A
001671,DEPAUL UNIVERSITY,1 EAST JACKSON,CHICAGO,IL,60604,N/A,N/A,N/A
001674,EASTERN ILLINOIS UNIVERSITY,600 LINCOLN AVENUE,CHARLESTON,IL,61920,N/A,N/A,N/A
001675,ELGIN COMMUNITY COLLEGE,1700 SPARTAN DR,ELGIN,IL,60123,N/A,N/A,N/A
001676,ELMHURST UNIVERSITY,190 PROSPECT STREET,ELMHURST,IL,60126,N/A,N/A,N/A
001678,EUREKA COLLEGE,300 COLLEGE AVE,EUREKA,IL,61530,N/A,N/A,N/A
001681,HIGHLAND COMMUNITY COLLEGE,2998 W PEARL CITY RD,FREEPORT,IL,61032,N/A,N/A,N/A
001684,GREENVILLE COLLEGE,P.O. BOX 159,GREENVILLE,IL,62246,N/A,N/A,N/A
001685,HEBREW THEOLOGICAL COLLEGE,7135 NORTH CARPENTER ROAD,SKOKIE,IL,60077,N/A,N/A,N/A
001688,ILLINOIS COLLEGE,1101 WEST COLLEGE,JACKSONVILLE,IL,62650,N/A,N/A,N/A
001689,ILLINOIS COLLEGE OF OPTOMETRY,3241 S MICHIGAN ST,CHICAGO,IL,60616,N/A,N/A,N/A
001691,ILLINOIS INSTITUTE OF TECHNOLOGY,10 WEST 35TH STREET,CHICAGO,IL,60616,N/A,N/A,N/A
001692,ILLINOIS STATE UNIVERSITY,302 HOVEY HALL CAMPUS BOX 1000,NORMAL,IL,61790,N/A,N/A,N/A
001693,NORTHEASTERN ILLINOIS UNIV,5500 NO ST LOUIS,CHICAGO,IL,60625,N/A,N/A,N/A
001694,CHICAGO STATE UNIVERSITY,9501 SOUTH KING DR,CHICAGO,IL,60628,N/A,N/A,N/A
001696,ILLINOIS WESLEYAN UNIVERSITY,1312 N. PARK STREET,BLOOMINGTON,IL,61701,N/A,N/A,N/A
001699,JOLIET JUNIOR COLLEGE,1215 HOUBOLT ROAD,JOLIET,IL,60431,N/A,N/A,N/A
001700,JUDSON UNIVERSITY,1151 NO STATE STREET,ELGIN,IL,60123,N/A,N/A,N/A
001701,KASKASKIA COLLEGE,27210 COLLEGE RD,CENTRALIA,IL,62801,N/A,N/A,N/A
001704,KNOX COLLEGE,**,GALESBURG,IL,61401,N/A,N/A,N/A
001705,ILLINOIS VALLEY COMMUNITY COLLEGE,815 NORTH ORLANDO SMITH ROAD,OGLESBY,IL,61348,N/A,N/A,N/A
001706,LAKE FOREST COLLEGE,555 N SHERIDAN RD,LAKE FOREST,IL,60045,N/A,N/A,N/A
001707,LEWIS UNIVERSITY,ONE UNIVERSITY PARKWAY,ROMEOVILLE,IL,60446,N/A,N/A,N/A
001708,LINCOLN CHRISTIAN UNIVERSITY,100 CAMPUS VIEW DRIVE,LINCOLN,IL,62656,N/A,N/A,N/A
001709,LINCOLN COLLEGE,300 KEOKUK STREET,LINCOLN,IL,62656,N/A,N/A,N/A
001710,LOYOLA UNIVERSITY CHICAGO,1032 WEST SHERIDAN ROAD,CHICAGO,IL,60660,N/A,N/A,N/A
001716,MACCORMAC COLLEGE,29 EAST MADISON,CHICAGO,IL,60602,N/A,N/A,N/A
001717,MACMURRAY COLLEGE,447 EAST COLLEGE AVENUE,JACKSONVILLE,IL,62650,N/A,N/A,N/A
001722,MCKENDREE UNIVERSITY,701 COLLEGE ROAD,LEBANON,IL,62254,N/A,N/A,N/A
001724,MILLIKIN UNIVERSITY,1184 WEST MAIN,DECATUR,IL,62522,N/A,N/A,N/A
001725,MONMOUTH COLLEGE,700 EAST BROADWAY,MONMOUTH,IL,61462,N/A,N/A,N/A
001727,MOODY BIBLE INSTITUTE,820 NORTH LASALLE BOULEVARD,CHICAGO,IL,60610,N/A,N/A,N/A
001728,MORTON COLLEGE,3801 SOUTH CENTRAL,CICERO,IL,60804,N/A,N/A,N/A
001732,NATIONAL UNIV OF HEALTH SCIENCES,200 E ROOSEVELT RD,LOMBARD,IL,60148,N/A,N/A,N/A
001733,NATIONAL-LOUIS UNIVERSITY,122 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60603,N/A,N/A,N/A
001734,NORTH CENTRAL COLLEGE,30 N BRAINARD  PO BOX 3063,NAPERVILLE,IL,60540,N/A,N/A,N/A
001735,NORTH PARK UNIVERSITY,FIN AID OFF-3225 W FOSTER AVE,CHICAGO,IL,60625,N/A,N/A,N/A
001737,NORTHERN ILLINOIS UNIVERSITY,ALTGELD HALL - ROOM 300A,DEKALB,IL,60115,N/A,N/A,N/A
001739,NORTHWESTERN UNIV,1801 HINMAN AVE 2ND FLOOR,EVANSTON,IL,60208,N/A,N/A,N/A
001741,OLIVET NAZARENE UNIVERSITY,ONE UNIVERSITY AVENUE,BOURBONNAIS,IL,60914,N/A,N/A,N/A
001742,ILLINOIS EASTERN COMMUNITY COLLEGES,233 EAST CHESTNUT STREET,OLNEY,IL,62450,N/A,N/A,N/A
001745,QUINCY UNIVERSITY,1800 COLLEGE AVENUE,QUINCY,IL,62301,N/A,N/A,N/A
001747,ROCK VALLEY COLLEGE,3301 N MULFORD RD,ROCKFORD,IL,61114,N/A,N/A,N/A
001748,ROCKFORD UNIVERSITY,5050 E STATE ST,ROCKFORD,IL,61108,N/A,N/A,N/A
001749,ROOSEVELT UNIVERSITY,430 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60605,N/A,N/A,N/A
001750,DOMINICAN UNIVERSITY,7900 WEST DIVISION STREET,RIVER FOREST,IL,60305,N/A,N/A,N/A
001752,SAUK VALLEY COMMUNITY COLLEGE,173 ILLINOIS RT 2,DIXON,IL,61021,N/A,N/A,N/A
001753,SCHOOL OF ART INSTITUTE OF CHICAGO,36 S WABASH AVE,CHICAGO,IL,60603,N/A,N/A,N/A
001757,SOUTHEASTERN ILLINOIS COLLEGE,3575 COLLEGE ROAD,HARRISBURG,IL,62946,N/A,N/A,N/A
001758,SOUTHERN ILL UNIV-CARBONDALE,LINCOLN DRIVE,CARBONDALE,IL,62901,N/A,N/A,N/A
001759,SOUTHERN ILL UNIV-EDWARDSVILLE,POST OFFICE BOX 1060,EDWARDSVILLE,IL,62026,N/A,N/A,N/A
001767,BENEDICTINE UNIVERSITY,5700 COLLEGE ROAD,LISLE,IL,60532,N/A,N/A,N/A
001768,ST XAVIER UNIVERSITY,3700 W 103RD ST,CHICAGO,IL,60655,N/A,N/A,N/A
001769,SOUTH SUBURBAN COLLEGE,15800 S STATE ST,SOUTH HOLLAND,IL,60473,N/A,N/A,N/A
001771,TRINITY CHRISTIAN COLLEGE,6601 WEST COLLEGE DRIVE,PALOS HEIGHTS,IL,60463,N/A,N/A,N/A
001772,TRINITY INTERNATIONAL UNIVERSITY,2065 HALF DAY RD,DEERFIELD,IL,60015,N/A,N/A,N/A
001773,TRITON COLLEGE,2000 FIFTH AVENUE,RIVER GROVE,IL,60171,N/A,N/A,N/A
001774,UNIVERSITY OF CHICAGO (THE),5801 SOUTH ELLIS AVENUE,CHICAGO,IL,60637,N/A,N/A,N/A
001775,UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,601 EAST JOHN STREET,CHAMPAIGN,IL,61820,N/A,N/A,N/A
001776,UNIVERSITY OF ILLINOIS AT CHICAGO,809 S MARSHFIELD AVE # 520,CHICAGO,IL,60612,N/A,N/A,N/A
001778,VANDERCOOK COLLEGE OF MUSIC,3140 S FEDERAL STREET,CHICAGO,IL,60616,N/A,N/A,N/A
001780,WESTERN ILLINOIS UNIVERSITY,1 UNIVERSITY CIRCLE,MACOMB,IL,61455,N/A,N/A,N/A
001781,WHEATON COLLEGE,501 E COLLEGE,WHEATON,IL,60187,N/A,N/A,N/A
001783,WORSHAM COLLEGE OF MORTUARY SCIENCE,495 NORTHGATE PARKWAY,WHEELING,IL,60090,N/A,N/A,N/A
001785,ANDERSON UNIVERSITY,1100 E 5TH ST,ANDERSON,IN,46012,N/A,N/A,N/A
001786,BALL STATE UNIVERSITY,FINANCIAL AID OFFICE,MUNCIE,IN,47306,N/A,N/A,N/A
001787,BETHEL UNIVERSITY,1001 BETHEL CIRCLE,MISHAWAKA,IN,46545,N/A,N/A,N/A
001788,BUTLER UNIVERSITY,4600 SUNSET AVE,INDIANAPOLIS,IN,46208,N/A,N/A,N/A
001792,DEPAUW UNIVERSITY,101 EAST SEMINARY STREET,GREENCASTLE,IN,46135,N/A,N/A,N/A
001793,EARLHAM COLLEGE,NATIONAL ROAD WEST,RICHMOND,IN,47374,N/A,N/A,N/A
001795,UNIVERSITY OF EVANSVILLE,1800 LINCOLN AVE,EVANSVILLE,IN,47722,N/A,N/A,N/A
001798,FRANKLIN COLLEGE OF INDIANA,101 BRANIGIN BOULEVARD,FRANKLIN,IN,46131,N/A,N/A,N/A
001799,GOSHEN COLLEGE,1700 SOUTH MAIN ST,GOSHEN,IN,46526,N/A,N/A,N/A
001800,GRACE COLLEGE & THEO SEMINARY,200 SEMINARY DR,WINONA LAKE,IN,46590,N/A,N/A,N/A
001801,HANOVER COLLEGE,517 BALL DRIVE,HANOVER,IN,47243,N/A,N/A,N/A
001803,HUNTINGTON UNIVERSITY,2303 COLLEGE AVENUE,HUNTINGTON,IN,46750,N/A,N/A,N/A
001804,UNIVERSITY OF INDIANAPOLIS,1400 E HANNA AVE,INDIANAPOLIS,IN,46227,N/A,N/A,N/A
001805,INDIANA INSTITUTE OF TECHNOLOGY,1600 E WASHINGTON BLVD,FORT WAYNE,IN,46803,N/A,N/A,N/A
001807,INDIANA STATE UNIVERSITY,OFFICE OF THE PRESIDENT,TERRE HAUTE,IN,47809,N/A,N/A,N/A
001808,UNIVERSITY OF SOUTHERN INDIANA,8600 UNIVERSITY BLVD,EVANSVILLE,IN,47712,N/A,N/A,N/A
001809,INDIANA UNIVERSITY-BLOOMINGTON,FRANKLIN HALL 208 FIN AID OFFICE,BLOOMINGTON,IN,47405,N/A,N/A,N/A
001811,INDIANA UNIV-EAST,2325 CHESTER BLVD,RICHMOND,IN,47374,N/A,N/A,N/A
001813,INDIANA UNIVERSITY - PURDUE UNIVERSITY I,UNIVERSITY HALL,INDIANAPOLIS,IN,46202,N/A,N/A,N/A
001814,INDIANA UNIV KOKOMO,2300 SOUTH WASHINGTON STREET,KOKOMO,IN,46902,N/A,N/A,N/A
001815,INDIANA UNIV-NORTHWEST,3400 BROADWAY,GARY,IN,46408,N/A,N/A,N/A
001816,INDIANA UNIVERSITY - SOUTH BEND,1700 MISHAWAKA AVENUE,SOUTH BEND,IN,46615,N/A,N/A,N/A
001817,INDIANA UNIVERSITY-SOUTHEAST,4201 GRANT LINE ROAD,NEW ALBANY,IN,47150,N/A,N/A,N/A
001820,MANCHESTER UNIVERSITY,604 EAST COLLEGE AVENUE,NORTH MANCHESTER,IN,46962,N/A,N/A,N/A
001821,MARIAN UNIVERSITY,3200 COLD SPRING ROAD,INDIANAPOLIS,IN,46222,N/A,N/A,N/A
001822,INDIANA WESLEYAN UNIVERSITY,4201 S WASHINGTON ST,MARION,IN,46953,N/A,N/A,N/A
001823,ANNABAPTIST MENNONITE BIBLICAL SEMINARY,3003 BENHAM AVENUE,ELKHART,IN,46517,N/A,N/A,N/A
001824,OAKLAND CITY UNIVERSITY,138 N. LUCRETIA STREET,OAKLAND CITY,IN,47660,N/A,N/A,N/A
001825,PURDUE UNIVERSITY,DIVISION OF FINANCIAL AID,WEST LAFAYETTE,IN,47907,N/A,N/A,N/A
001827,PURDUE UNIV NW HAMMOND/WESTVILLE,2200 169TH STREET,HAMMOND,IN,46323,N/A,N/A,N/A
001828,PURDUE UNIVERSITY FORT WAYNE,2101 EAST COLISEUM BOULEVARD,FORT WAYNE,IN,46805,N/A,N/A,N/A
001830,ROSE HULMAN INSTITUTE OF TECHNOLOGY,5500 WABASH AVE,TERRE HAUTE,IN,47803,N/A,N/A,N/A
001832,UNIVERSITY OF SAINT FRANCIS,2701 SPRING STREET,FORT WAYNE,IN,46808,N/A,N/A,N/A
001834,CALUMET COLLEGE OF SAINT JOSEPH,2400 NEW YORK AVE,WHITING,IN,46394,N/A,N/A,N/A
001835,SAINT MARY-OF-THE-WOODS COLLEGE,SAINT MARY OF THE WOODS ROAD,SAINT MARY-OF-THE-WOODS,IN,47876,N/A,N/A,N/A
001836,ST MARY'S COLLEGE,LEMANS HALL,NOTRE DAME,IN,46556,N/A,N/A,N/A
001838,TAYLOR UNIVERSITY,236 W READE AVE,UPLAND,IN,46989,N/A,N/A,N/A
001839,TRINE UNIVERSITY,1 UNIVERSITY AVE,ANGOLA,IN,46703,N/A,N/A,N/A
001840,UNIVERSITY OF NOTRE DAME,115 MAIN BUILDING,NOTRE DAME,IN,46556,N/A,N/A,N/A
001842,VALPARAISO UNIVERSITY,KRETZMANN HALL,VALPARAISO,IN,46383,N/A,N/A,N/A
001843,VINCENNES UNIVERSITY,1002 N. 1ST STREET,VINCENNES,IN,47591,N/A,N/A,N/A
001844,WABASH COLLEGE,301 W WABASH AVE PO BOX 352,CRAWFORDSVILLE,IN,47933,N/A,N/A,N/A
001846,BRIAR CLIFF UNIVERSITY,3303 REBECCA ST  PO BOX 2100,SIOUX CITY,IA,51104,N/A,N/A,N/A
001847,BUENA VISTA UNIVERSITY,610 WEST FOURTH STREET,STORM LAKE,IA,50588,N/A,N/A,N/A
001850,CENTRAL COLLEGE,812 UNIVERSITY,PELLA,IA,50219,N/A,N/A,N/A
001852,CLARKE UNIVERSITY,1550 CLARKE DR,DUBUQUE,IA,52001,N/A,N/A,N/A
001853,CLINTON COMMUNITY COLLEGE,1000 LINCOLN BLVD,CLINTON,IA,52732,N/A,N/A,N/A
001854,COE COLLEGE,1220 1ST AVE NE,CEDAR RAPIDS,IA,52402,N/A,N/A,N/A
001856,CORNELL COLLEGE,600 FIRST STREET WEST,MOUNT VERNON,IA,52314,N/A,N/A,N/A
001857,SOUTHWESTERN COMMUNITY COLLEGE,1501 W TOWNLINE,CRESTON,IA,50801,N/A,N/A,N/A
001858,DIVINE WORD COLLEGE,102 JACOBY DR SW-PO BOX 380,EPWORTH,IA,52045,N/A,N/A,N/A
001859,DORDT COLLEGE,700 7TH STREET NORTHEAST,SIOUX CENTER,IA,51250,N/A,N/A,N/A
001860,DRAKE UNIVERSITY,2507 UNIVERSITY AVENUE,DES MOINES,IA,50311,N/A,N/A,N/A
001862,ELLSWORTH COMMUNITY COLLEGE,1100 COLLEGE AVE,IOWA FALLS,IA,50126,N/A,N/A,N/A
001864,IOWA LAKES COMMUNITY COLLEGE,19 S 7TH ST,ESTHERVILLE,IA,51334,N/A,N/A,N/A
001866,GRACELAND UNIVERSITY,1 UNIVERSITY PLACE,LAMONI,IA,50140,N/A,N/A,N/A
001867,GRAND VIEW UNIVERSITY,1200 GRANDVIEW AVE,DES MOINES,IA,50316,N/A,N/A,N/A
001868,GRINNELL COLLEGE,**,GRINNELL,IA,50112,N/A,N/A,N/A
001869,IOWA STATE UNIV SCIENCE & TECHNOLOG,0210 BEARDSHEAR HALL,AMES,IA,50011,N/A,N/A,N/A
001873,LORAS COLLEGE,1450 ALTA VISTA,DUBUQUE,IA,52004,N/A,N/A,N/A
001874,LUTHER COLLEGE,700 COLLEGE DR,DECORAH,IA,52101,N/A,N/A,N/A
001875,MARSHALLTOWN COMMUNITY COLLEGE,3700 SOUTH CENTER STREET,MARSHALLTOWN,IA,50158,N/A,N/A,N/A
001877,NORTH IOWA AREA COMMUNITY COLLEGE,500 COLLEGE DR,MASON CITY,IA,50401,N/A,N/A,N/A
001879,MORNINGSIDE COLLEGE,1501 MORNINGSIDE AVE,SIOUX CITY,IA,51106,N/A,N/A,N/A
001880,MOUNT MERCY UNIVERSITY,1330 ELMHURST DR NE,CEDAR RAPIDS,IA,52402,N/A,N/A,N/A
001881,ASHFORD UNIVERSITY,8620 SPECTRUM CENTER BOULEVARD,SAN DIEGO,CA,92123,N/A,N/A,N/A
001882,MUSCATINE COMMUNITY COLLEGE,152 COLORADO ST,MUSCATINE,IA,52761,N/A,N/A,N/A
001883,NORTHWESTERN COLLEGE,101 7TH STREET SOUTHWEST,ORANGE CITY,IA,51041,N/A,N/A,N/A
001887,SIMPSON COLLEGE,701 NORTH C ST,INDIANOLA,IA,50125,N/A,N/A,N/A
001889,ST AMBROSE UNIVERSITY,518 W LOCUST ST,DAVENPORT,IA,52803,N/A,N/A,N/A
001890,UNIVERSITY OF NORTHERN IOWA,1227 WEST 27TH STREET,CEDAR FALLS,IA,50614,N/A,N/A,N/A
001891,UNIVERSITY OF DUBUQUE,2000 UNIVERSITY AVE,DUBUQUE,IA,52001,N/A,N/A,N/A
001892,UNIVERSITY OF IOWA,4 JESSUP HALL,IOWA CITY,IA,52242,N/A,N/A,N/A
001893,UPPER IOWA UNIVERSITY,605 WASHINGTON STREET,FAYETTE,IA,52142,N/A,N/A,N/A
001895,WALDORF UNIVERSITY,106 S 6TH ST,FOREST CITY,IA,50436,N/A,N/A,N/A
001896,WARTBURG COLLEGE,100 WARTBURG BLVD,WAVERLY,IA,50677,N/A,N/A,N/A
001900,WILLIAM PENN UNIVERSITY,201 TRUEBLOOD AVENUE,OSKALOOSA,IA,52577,N/A,N/A,N/A
001901,ALLEN COUNTY COMMUNITY COLLEGE,1801 N COTTONWOOD,IOLA,KS,66749,N/A,N/A,N/A
001902,COWLEY COUNTY COMMUNITY COLLEGE & AREA V,125 S SECOND ST,ARKANSAS CITY,KS,67005,N/A,N/A,N/A
001903,BAKER UNIVERSITY,618 8TH STREET,BALDWIN CITY,KS,66006,N/A,N/A,N/A
001904,BETHANY COLLEGE,335 E SWENSSON ST,LINDSBORG,KS,67456,N/A,N/A,N/A
001905,BETHEL COLLEGE,300 EAST 27TH STREET,NORTH NEWTON,KS,67117,N/A,N/A,N/A
001906,BUTLER COUNTY COMMUNITY COLLEGE,901 S HAVERHILL RD,EL DORADO,KS,67042,N/A,N/A,N/A
001908,CENTRAL CHRISTIAN COLLEGE OF KANSAS,1200 S MAIN ST,MCPHERSON,KS,67460,N/A,N/A,N/A
001909,CLOUD COUNTY COMMUNITY COLLEGE,2221 CAMPUS DRIVE,CONCORDIA,KS,66901,N/A,N/A,N/A
001910,COFFEYVILLE COMMUNITY COLLEGE,400 W 11TH,COFFEYVILLE,KS,67337,N/A,N/A,N/A
001911,COLBY COMMUNITY COLLEGE,1255 S RANGE,COLBY,KS,67701,N/A,N/A,N/A
001913,DODGE CITY COMMUNITY COLLEGE,2501 N 14TH AVE,DODGE CITY,KS,67801,N/A,N/A,N/A
001914,DONNELLY COLLEGE,608 NORTH 18TH STREET,KANSAS CITY,KS,66102,N/A,N/A,N/A
001915,FORT HAYS STATE UNIVERSITY,600 PARK ST,HAYS,KS,67601,N/A,N/A,N/A
001916,FORT SCOTT COMMUNITY COLLEGE,2108 SO HORTON,FORT SCOTT,KS,66701,N/A,N/A,N/A
001917,BARCLAY COLLEGE,607 N KINGMAN,HAVILAND,KS,67059,N/A,N/A,N/A
001918,FRIENDS UNIVERSITY,2100 UNIVERSITY STREET,WICHITA,KS,67213,N/A,N/A,N/A
001919,GARDEN CITY COMMUNITY COLLEGE,801 CAMPUS DRIVE,GARDEN CITY,KS,67846,N/A,N/A,N/A
001920,HESSTON COLLEGE,301 SOUTH MAIN STREET,HESSTON,KS,67062,N/A,N/A,N/A
001921,HIGHLAND COMMUNITY COLLEGE,602 WEST MAIN,HIGHLAND,KS,66035,N/A,N/A,N/A
001923,HUTCHINSON COMMUNITY COLLEGE,1300 N PLUM,HUTCHINSON,KS,67501,N/A,N/A,N/A
001924,INDEPENDENCE COMMUNITY COLLEGE,COLL AVE & BROOKSIDE DR POB708,INDEPENDENCE,KS,67301,N/A,N/A,N/A
001925,KANSAS CITY KANSAS COMMUNITY CLG,7250 STATE AVE,KANSAS CITY,KS,66112,N/A,N/A,N/A
001926,PITTSBURG STATE UNIVERSITY,1701 SOUTH BROADWAY,PITTSBURG,KS,66762,N/A,N/A,N/A
001927,EMPORIA STATE UNIVERSITY,1 KELLOGG CIRCLE,EMPORIA,KS,66801,N/A,N/A,N/A
001928,KANSAS STATE UNIVERSITY,104 FAIRCHILD HALL,MANHATTAN,KS,66506,N/A,N/A,N/A
001929,KANSAS WESLEYAN UNIVERSITY,100 EAST CLAFLIN,SALINA,KS,67401,N/A,N/A,N/A
001930,LABETTE COMMUNITY COLLEGE,200 SO 14TH ST,PARSONS,KS,67357,N/A,N/A,N/A
001931,MANHATTAN CHRISTIAN COLLEGE,1415 ANDERSON,MANHATTAN,KS,66502,N/A,N/A,N/A
001933,MCPHERSON COLLEGE,1600 EAST EUCLID  PO BOX 1402,MCPHERSON,KS,67460,N/A,N/A,N/A
001936,NEOSHO COUNTY COMMUNITY COLLEGE,800 WEST 14TH STREET,CHANUTE,KS,66720,N/A,N/A,N/A
001937,OTTAWA UNIVERSITY,1001 S CEDAR,OTTAWA,KS,66067,N/A,N/A,N/A
001938,PRATT COMMUNITY COLLEGE,348 NE SR-61,PRATT,KS,67124,N/A,N/A,N/A
001939,NEWMAN UNIVERSITY,FIN AID OFF-3100 MCCORMICK AVE,WICHITA,KS,67213,N/A,N/A,N/A
001940,SOUTHWESTERN COLLEGE,100 COLLEGE STREET,WINFIELD,KS,67156,N/A,N/A,N/A
001943,UNIVERSITY OF ST MARY,4100 SOUTH 4TH STREET,LEAVENWORTH,KS,66048,N/A,N/A,N/A
001945,STERLING COLLEGE,125 WEST COOPER,STERLING,KS,67579,N/A,N/A,N/A
001946,TABOR COLLEGE,400 S JEFFERSON ST,HILLSBORO,KS,67063,N/A,N/A,N/A
001948,UNIVERSITY OF KANSAS,STRONG HALL,LAWRENCE,KS,66045,N/A,N/A,N/A
001949,WASHBURN UNIVERSITY,1700 SW COLLEGE AVE,TOPEKA,KS,66621,N/A,N/A,N/A
001950,WICHITA STATE UNIVERSITY,1845 FAIRMOUNT,WICHITA,KS,67260,N/A,N/A,N/A
001951,ALICE LLOYD COLLEGE,**,PIPPA PASSES,KY,41844,N/A,N/A,N/A
001952,ASBURY UNIVERSITY,1 MACKLEM DRIVE,WILMORE,KY,40390,N/A,N/A,N/A
001954,BELLARMINE UNIVERSITY,2001 NEWBURG RD,LOUISVILLE,KY,40205,N/A,N/A,N/A
001955,BEREA COLLEGE,CHESTNUT STREET,BEREA,KY,40403,N/A,N/A,N/A
001958,BRESCIA UNIVERSITY,717 FREDERICA ST,OWENSBORO,KY,42301,N/A,N/A,N/A
001959,CAMPBELLSVILLE UNIVERSITY,1 UNIVERSITY DRIVE,CAMPBELLSVILLE,KY,42718,N/A,N/A,N/A
001960,SPALDING UNIVERSITY,845 SOUTH THIRD STREET,LOUISVILLE,KY,40203,N/A,N/A,N/A
001961,CENTRE COLLEGE,600 WEST WALNUT STREET,DANVILLE,KY,40422,N/A,N/A,N/A
001962,UNIVERSITY OF THE CUMBERLANDS,POST OFFICE BOX 77,WILLIAMSBURG,KY,40769,N/A,N/A,N/A
001963,EASTERN KENTUCKY UNIVERSITY,521 LANCASTER AVE,RICHMOND,KY,40475,N/A,N/A,N/A
001964,GEORGETOWN COLLEGE,400 E COLLEGE ST,GEORGETOWN,KY,40324,N/A,N/A,N/A
001965,KENTUCKY CHRISTIAN UNIVERSITY,100 ACADEMIC PARKWAY,GRAYSON,KY,41143,N/A,N/A,N/A
001968,KENTUCKY STATE UNIVERSITY,MAIN STREET C/O FIN AID OFC,FRANKFORT,KY,40601,N/A,N/A,N/A
001969,KENTUCKY WESLEYAN COLLEGE,3000 FREDERICA STREET,OWENSBORO,KY,42301,N/A,N/A,N/A
001972,LINDSEY WILSON COLLEGE,210 LINDSEY WILSON ST,COLUMBIA,KY,42728,N/A,N/A,N/A
001975,MIDWAY UNIVERSITY,512 E STEPHENS ST,MIDWAY,KY,40347,N/A,N/A,N/A
001976,MOREHEAD STATE UNIVERSITY,301 HOWELL MCDOWELL BUILDING,MOREHEAD,KY,40351,N/A,N/A,N/A
001977,MURRAY STATE UNIVERSITY,B2 SPARKS HALL,MURRAY,KY,42071,N/A,N/A,N/A
001979,WEST KENTUCKY CMNTY & TECHNICAL COLG,4810 ALBEN BARKLEY DRIVE,PADUCAH,KY,42002,N/A,N/A,N/A
001980,UNIVERSITY OF PIKEVILLE,147 SYCAMORE STREET,PIKEVILLE,KY,41501,N/A,N/A,N/A
001987,TRANSYLVANIA UNIVERSITY,300 NO BROADWAY,LEXINGTON,KY,40508,N/A,N/A,N/A
001988,UNION COLLEGE,COLLEGE STREET,BARBOURVILLE,KY,40906,N/A,N/A,N/A
001989,UNIVERSITY OF KENTUCKY,SOUTH LIMESTONE,LEXINGTON,KY,40506,N/A,N/A,N/A
001990,ASHLAND COMMUNITY AND TECHNICAL COLLEGE,1400 COLLEGE DRIVE,ASHLAND,KY,41101,N/A,N/A,N/A
001991,ELIZABETHTOWN COMMUNITY  AND TECHNICAL C,600 COLLEGE STREET ROAD,ELIZABETHTOWN,KY,42701,N/A,N/A,N/A
001993,HENDERSON COMMUNITY COLLEGE,2660 S GREEN ST,HENDERSON,KY,42420,N/A,N/A,N/A
001994,HOPKINSVILLE COMMUNITY COLLEGE,720 NORTH DRIVE,HOPKINSVILLE,KY,42241,N/A,N/A,N/A
001996,BIG SANDY COMMUNITY AND TECHNICAL COLG,ONE BERT T COMBS DRIVE,PRESTONSBURG,KY,41653,N/A,N/A,N/A
001997,SOMERSET COMMUNITY COLLEGE,808 MONTICELLO RD,SOMERSET,KY,42501,N/A,N/A,N/A
001998,SOUTHEAST KENTUCKY COMMUNITY AND TECHNIC,700 COLLEGE RD,CUMBERLAND,KY,40823,N/A,N/A,N/A
001999,UNIVERSITY OF LOUISVILLE,STUDENT FINANCIAL AID OFC,LOUISVILLE,KY,40292,N/A,N/A,N/A
002001,THOMAS MORE UNIVERSITY,333 THOMAS MORE PARKWAY,CRESTVIEW HILLS,KY,41017,N/A,N/A,N/A
002002,WESTERN KENTUCKY UNIVERSITY,1 BIG RED WAY,BOWLING GREEN,KY,42101,N/A,N/A,N/A
002003,CENTENARY COLLEGE OF LOUISIANA,2911 CENTENARY BLVD.,SHREVEPORT,LA,71104,N/A,N/A,N/A
002004,DILLARD UNIVERSITY,2601 GENTILLY BOULEVARD,NEW ORLEANS,LA,70122,N/A,N/A,N/A
002005,NICHOLLS STATE UNIVERSITY,LOUISIANA HWY 1,THIBODAUX,LA,70310,N/A,N/A,N/A
002006,GRAMBLING STATE UNIVERSITY,PO BOX 629,GRAMBLING,LA,71245,N/A,N/A,N/A
002007,LOUISIANA COLLEGE,1140 COLLEGE DR,PINEVILLE,LA,71359,N/A,N/A,N/A
002008,LOUISIANA TECH UNIVERSITY,POST OFFICE BOX 7925,RUSTON,LA,71272,N/A,N/A,N/A
002010,LOUISIANA STATE UNIV & A&M COLG,3810 WEST LAKESHORE DRIVE,BATON ROUGE,LA,70803,N/A,N/A,N/A
002011,LOUISIANA STATE UNIV-ALEXANDRIA,8100 HIGHWAY 71 SOUTH,ALEXANDRIA,LA,71302,N/A,N/A,N/A
