"","unitid","fips","year","level_of_study","race","sex","headcount"
"4343",238005,54,2009,99,99,99,76
"4344",238014,54,2009,99,99,99,6046
"4345",238032,54,2009,99,99,99,32849
"4346",238078,54,2009,99,99,99,1458
"4347",238096,54,2009,99,99,99,31
"4348",238166,55,2009,99,99,99,144
"4349",238175,55,2009,99,99,99,186
"4350",238193,55,2009,99,99,99,3199
"4351",238263,55,2009,99,99,99,23998
"4352",238315,55,2009,99,99,99,13
"4353",238324,55,2009,99,99,99,383
"4354",238333,55,2009,99,99,99,1446
"4355",238397,55,2009,99,99,99,4054
"4356",238421,55,2009,99,99,99,164
"4357",238430,55,2009,99,99,99,10891
"4358",238458,55,2009,99,99,99,3916
"4359",238476,55,2009,99,99,99,3166
"4360",238616,55,2009,99,99,99,7397
"4361",238661,55,2009,99,99,99,3501
"4362",238722,55,2009,99,99,99,17206
"4363",238759,55,2009,99,99,99,12880
"4364",238786,55,2009,99,99,99,243
"4365",238810,55,2009,99,99,99,132
"4366",238892,55,2009,99,99,99,2191
"4367",238935,55,2009,99,99,99,675
"4368",238980,55,2009,99,99,99,5078
"4369",239008,55,2009,99,99,99,4775
"4370",239017,55,2009,99,99,99,1501
"4371",239071,55,2009,99,99,99,921
"4372",239080,55,2009,99,99,99,4267
"4373",239105,55,2009,99,99,99,12559
"4374",239132,55,2009,99,99,99,284
"4375",239169,55,2009,99,99,99,1263
"4376",239220,55,2009,99,99,99,5147
"4377",239248,55,2009,99,99,99,29186
"4378",239309,55,2009,99,99,99,717
"4379",239318,55,2009,99,99,99,2828
"4380",239372,55,2009,99,99,99,12009
"4381",239390,55,2009,99,99,99,2449
"4382",239424,55,2009,99,99,99,125
"4383",239442,55,2009,99,99,99,2191
"4384",239460,55,2009,99,99,99,8253
"4385",239488,55,2009,99,99,99,14406
"4386",239503,55,2009,99,99,99,770
"4387",239512,55,2009,99,99,99,666
"4388",239628,55,2009,99,99,99,1085
"4389",239637,55,2009,99,99,99,131
"4390",239716,55,2009,99,99,99,2384
"4391",239743,55,2009,99,99,99,1356
"4392",239877,55,2009,99,99,99,84
"4393",239910,55,2009,99,99,99,4581
"4394",239929,55,2009,99,99,99,1610
"4395",239965,55,2009,99,99,99,28
"4396",240055,55,2009,99,99,99,18679
"4397",240107,55,2009,99,99,99,12594
"4398",240116,55,2009,99,99,99,6766
"4399",240125,55,2009,99,99,99,14408
"4400",240170,55,2009,99,99,99,7917
"4401",240189,55,2009,99,99,99,12948
"4402",240198,55,2009,99,99,99,6788
"4403",240213,55,2009,99,99,99,75
"4404",240240,55,2009,99,99,99,112
"4405",240268,55,2009,99,99,99,12625
"4406",240277,55,2009,99,99,99,7925
"4407",240329,55,2009,99,99,99,11608
"4408",240338,55,2009,99,99,99,897
"4409",240365,55,2009,99,99,99,15645
"4410",240374,55,2009,99,99,99,6385
"4411",240392,55,2009,99,99,99,6218
"4412",240417,55,2009,99,99,99,10988
"4413",240426,55,2009,99,99,99,3381
"4414",240444,55,2009,99,99,99,46345
"4415",240453,55,2009,99,99,99,35941
"4416",240462,55,2009,99,99,99,8965
"4417",240471,55,2009,99,99,99,7829
"4418",240480,55,2009,99,99,99,10760
"4419",240505,56,2009,99,99,99,6072
"4420",240514,56,2009,99,99,99,3435
"4421",240596,56,2009,99,99,99,2089
"4422",240620,56,2009,99,99,99,7949
"4423",240657,56,2009,99,99,99,2825
"4424",240666,56,2009,99,99,99,6310
"4425",240693,56,2009,99,99,99,7190
"4426",240709,56,2009,99,99,99,53
"4427",240718,56,2009,99,99,99,2538
"4428",240727,56,2009,99,99,99,14546
"4429",240736,60,2009,99,99,99,2900
"4430",240745,66,2009,99,99,99,3193
"4431",240754,66,2009,99,99,99,4333
"4432",240790,69,2009,99,99,99,1134
"4433",240879,72,2009,99,99,99,807
"4434",240985,72,2009,99,99,99,679
"4435",241100,72,2009,99,99,99,2043
"4436",241128,72,2009,99,99,99,1717
"4437",241146,72,2009,99,99,99,1299
"4438",241182,72,2009,99,99,99,584
"4439",241191,72,2009,99,99,99,1193
"4440",241216,72,2009,99,99,99,1744
"4441",241225,72,2009,99,99,99,2877
"4442",241304,72,2009,99,99,99,1973
"4443",241331,72,2009,99,99,99,980
"4444",241377,72,2009,99,99,99,2755
"4445",241386,72,2009,99,99,99,1137
"4446",241395,72,2009,99,99,99,799
"4447",241410,72,2009,99,99,99,8625
"4448",241517,72,2009,99,99,99,1805
"4449",241614,72,2009,99,99,99,255
"4450",241720,72,2009,99,99,99,2079
"4451",241739,72,2009,99,99,99,14919
"4452",241766,72,2009,99,99,99,421
"4453",241793,72,2009,99,99,99,745
"4454",241836,72,2009,99,99,99,1575
"4455",241906,72,2009,99,99,99,578
"4456",241951,72,2009,99,99,99,615
"4457",242042,72,2009,99,99,99,937
"4458",242112,72,2009,99,99,99,3030
"4459",242121,72,2009,99,99,99,1061
"4460",242130,72,2009,99,99,99,530
"4461",242149,72,2009,99,99,99,792
"4462",242316,72,2009,99,99,99,453
"4463",242413,72,2009,99,99,99,545
"4464",242422,72,2009,99,99,99,23561
"4465",242556,72,2009,99,99,99,917
"4466",242565,72,2009,99,99,99,810
"4467",242583,72,2009,99,99,99,808
"4468",242617,72,2009,99,99,99,6022
"4469",242626,72,2009,99,99,99,4938
"4470",242635,72,2009,99,99,99,5344
"4471",242644,72,2009,99,99,99,2886
"4472",242653,72,2009,99,99,99,11530
"4473",242662,72,2009,99,99,99,6475
"4474",242680,72,2009,99,99,99,2489
"4475",242699,72,2009,99,99,99,2687
"4476",242705,72,2009,99,99,99,5508
"4477",242723,72,2009,99,99,99,907
"4478",242750,72,2009,99,99,99,203
"4479",242820,72,2009,99,99,99,1717
"4480",242884,72,2009,99,99,99,1922
"4481",242945,72,2009,99,99,99,543
"4482",242954,72,2009,99,99,99,108
"4483",242972,72,2009,99,99,99,3696
"4484",242981,72,2009,99,99,99,2313
"4485",243072,72,2009,99,99,99,4813
"4486",243081,72,2009,99,99,99,672
"4487",243106,72,2009,99,99,99,3248
"4488",243115,72,2009,99,99,99,4373
"4489",243133,72,2009,99,99,99,5667
"4490",243142,72,2009,99,99,99,4787
"4491",243151,72,2009,99,99,99,3976
"4492",243179,72,2009,99,99,99,4934
"4493",243188,72,2009,99,99,99,1781
"4494",243197,72,2009,99,99,99,14435
"4495",243203,72,2009,99,99,99,2455
"4496",243212,72,2009,99,99,99,3592
"4497",243221,72,2009,99,99,99,20135
"4498",243346,72,2009,99,99,99,15190
"4499",243407,72,2009,99,99,99,27
"4500",243416,72,2009,99,99,99,438
"4501",243443,72,2009,99,99,99,6890
"4502",243498,72,2009,99,99,99,314
"4503",243568,72,2009,99,99,99,507
"4504",243577,72,2009,99,99,99,6458
"4505",243586,72,2009,99,99,99,1727
"4506",243601,72,2009,99,99,99,18400
"4507",243638,64,2009,99,99,99,4805
"4508",243647,70,2009,99,99,99,990
"4509",243665,78,2009,99,99,99,3383
"4510",243744,6,2009,99,99,99,21292
"4511",243780,18,2009,99,99,99,44929
"4512",243799,25,2009,99,99,99,57
"4513",243823,48,2009,99,99,99,1184
"4514",243832,72,2009,99,99,99,1456
"4515",243841,72,2009,99,99,99,1029
"4516",244011,6,2009,99,99,99,1690
"4517",244154,8,2009,99,99,99,1321
"4518",244190,10,2009,99,99,99,1463
"4519",244233,12,2009,99,99,99,1252
"4520",244279,12,2009,99,99,99,475
"4521",244437,13,2009,99,99,99,37397
"4522",244446,13,2009,99,99,99,8216
"4523",244491,16,2009,99,99,99,147
"4524",244561,17,2009,99,99,99,1244
"4525",244613,17,2009,99,99,99,289
"4526",245032,21,2009,99,99,99,1155
"4527",245069,21,2009,99,99,99,64
"4528",245281,28,2009,99,99,99,73
"4529",245290,28,2009,99,99,99,245
"4530",245342,29,2009,99,99,99,2488
"4531",245421,29,2009,99,99,99,149
"4532",245430,29,2009,99,99,99,481
"4533",245625,34,2009,99,99,99,2767
"4534",245652,35,2009,99,99,99,573
"4535",245731,36,2009,99,99,99,33
"4536",245777,36,2009,99,99,99,16
"4537",245838,6,2009,99,99,99,1401
"4538",245847,6,2009,99,99,99,467
"4539",245865,33,2009,99,99,99,896
"4540",245883,53,2009,99,99,99,1282
"4541",245892,39,2009,99,99,99,994
"4542",245953,40,2009,99,99,99,1711
"4543",245962,40,2009,99,99,99,964
"4544",245980,40,2009,99,99,99,47
"4545",245999,40,2009,99,99,99,2635
"4546",246008,40,2009,99,99,99,447
"4547",246017,40,2009,99,99,99,1147
"4548",246035,41,2009,99,99,99,1643
"4549",246071,42,2009,99,99,99,102
"4550",246202,47,2009,99,99,99,1368
"4551",246266,48,2009,99,99,99,1281
"4552",246345,48,2009,99,99,99,227
"4553",246354,48,2009,99,99,99,10313
"4554",246406,48,2009,99,99,99,51
"4555",246415,48,2009,99,99,99,136
"4556",246460,48,2009,99,99,99,126
"4557",246594,55,2009,99,99,99,168
"4558",246789,36,2009,99,99,99,127
"4559",246813,13,2009,99,99,99,7873
"4560",246895,4,2009,99,99,99,1488
"4561",246974,6,2009,99,99,99,1438
"4562",247010,16,2009,99,99,99,72
"4563",247047,16,2009,99,99,99,159
"4564",247065,21,2009,99,99,99,1407
"4565",247153,26,2009,99,99,99,625
"4566",247162,26,2009,99,99,99,147
"4567",247409,26,2009,99,99,99,435
"4568",247603,34,2009,99,99,99,5511
"4569",247649,50,2009,99,99,99,598
"4570",247700,29,2009,99,99,99,1568
"4571",247773,26,2009,99,99,99,81
"4572",247825,48,2009,99,99,99,75
"4573",247834,48,2009,99,99,99,38853
"4574",247922,17,2009,99,99,99,7
"4575",247940,21,2009,99,99,99,8906
"4576",248165,21,2009,99,99,99,30
"4577",248192,21,2009,99,99,99,24
"4578",248305,21,2009,99,99,99,447
"4579",248314,21,2009,99,99,99,109
"4580",248527,22,2009,99,99,99,65
"4581",248606,40,2009,99,99,99,1039
"4582",248624,42,2009,99,99,99,137
"4583",248633,42,2009,99,99,99,71
"4584",248660,47,2009,99,99,99,90
"4585",248703,48,2009,99,99,99,361
"4586",248776,13,2009,99,99,99,3049
"4587",248846,6,2009,99,99,99,376
"4588",248882,35,2009,99,99,99,766
"4589",248925,47,2009,99,99,99,1271
"4590",248934,51,2009,99,99,99,20809
"4591",248943,51,2009,99,99,99,287
"4592",249061,17,2009,99,99,99,148
"4593",249140,34,2009,99,99,99,1335
"4594",249238,48,2009,99,99,99,384
"4595",249247,48,2009,99,99,99,2474
"4596",249566,39,2009,99,99,99,523
"4597",249609,42,2009,99,99,99,858
"4598",250027,42,2009,99,99,99,459
"4599",250072,42,2009,99,99,99,185
"4600",250285,42,2009,99,99,99,508
"4601",250407,42,2009,99,99,99,2260
"4602",250498,12,2009,99,99,99,314
"4603",250601,4,2009,99,99,99,1169
"4604",250744,26,2009,99,99,99,1222
"4605",250832,50,2009,99,99,99,127
"4606",250902,39,2009,99,99,99,118
"4607",250920,48,2009,99,99,99,4302
"4608",250993,40,2009,99,99,99,201
"4609",251075,42,2009,99,99,99,1090
"4610",251251,18,2009,99,99,99,1002
"4611",251260,1,2009,99,99,99,7530
"4612",251312,45,2009,99,99,99,2064
"4613",260293,12,2009,99,99,99,20237
"4614",260336,29,2009,99,99,99,29
"4615",260354,42,2009,99,99,99,220
"4616",260363,42,2009,99,99,99,40
"4617",260372,55,2009,99,99,99,719
"4618",260664,22,2009,99,99,99,481
"4619",260691,4,2009,99,99,99,2568
"4620",260789,6,2009,99,99,99,431
"4621",260813,8,2009,99,99,99,228
"4622",260901,19,2009,99,99,99,111355
"4623",260910,19,2009,99,99,99,1211
"4624",260929,16,2009,99,99,99,329
"4625",260947,17,2009,99,99,99,54
"4626",260956,17,2009,99,99,99,84
"4627",260965,17,2009,99,99,99,133
"4628",260974,17,2009,99,99,99,917
"4629",260992,17,2009,99,99,99,1426
"4630",261375,40,2009,99,99,99,1883
"4631",261384,40,2009,99,99,99,735
"4632",261393,40,2009,99,99,99,414
"4633",261436,26,2009,99,99,99,781
"4634",261472,26,2009,99,99,99,2432
"4635",261676,26,2009,99,99,99,400
"4636",261685,26,2009,99,99,99,405
"4637",261719,26,2009,99,99,99,78
"4638",261773,29,2009,99,99,99,59
"4639",261861,42,2009,99,99,99,271
"4640",261931,51,2009,99,99,99,655
"4641",262022,6,2009,99,99,99,189
"4642",262031,29,2009,99,99,99,11243
"4643",262086,6,2009,99,99,99,10612
"4644",262129,12,2009,99,99,99,840
"4645",262235,4,2009,99,99,99,147
"4646",262299,4,2009,99,99,99,187
"4647",262332,4,2009,99,99,99,2302
"4648",262341,4,2009,99,99,99,658
"4649",262369,6,2009,99,99,99,203
"4650",262402,6,2009,99,99,99,710
"4651",262457,6,2009,99,99,99,1804
"4652",262509,8,2009,99,99,99,967
"4653",262660,21,2009,99,99,99,232
"4654",362700,12,2009,99,99,99,673
"4655",362782,25,2009,99,99,99,101
"4656",363013,26,2009,99,99,99,331
"4657",363077,34,2009,99,99,99,345
"4658",363147,39,2009,99,99,99,60
"4659",363165,40,2009,99,99,99,1186
"4660",363387,6,2009,99,99,99,1896
"4661",363439,21,2009,99,99,99,976
"4662",363457,26,2009,99,99,99,492
"4663",363590,53,2009,99,99,99,1499
"4664",363633,35,2009,99,99,99,2645
"4665",363679,29,2009,99,99,99,164
"4666",363712,12,2009,99,99,99,66
"4667",363721,11,2009,99,99,99,315
"4668",363882,39,2009,99,99,99,69
"4669",363907,72,2009,99,99,99,2135
"4670",363916,72,2009,99,99,99,1129
"4671",363934,4,2009,99,99,99,1621
"4672",364016,4,2009,99,99,99,15673
"4673",364025,4,2009,99,99,99,16388
"4674",364122,17,2009,99,99,99,12
"4675",364168,55,2009,99,99,99,639
"4676",364317,24,2009,99,99,99,1722
"4677",364326,36,2009,99,99,99,1211
"4678",364335,36,2009,99,99,99,1376
"4679",364548,40,2009,99,99,99,347
"4680",364566,6,2009,99,99,99,131
"4681",364575,54,2009,99,99,99,66
"4682",364584,53,2009,99,99,99,136
"4683",364593,48,2009,99,99,99,266
"4684",364618,42,2009,99,99,99,103
"4685",364627,40,2009,99,99,99,500
"4686",364636,39,2009,99,99,99,73
"4687",364751,22,2009,99,99,99,240
"4688",364760,17,2009,99,99,99,9
"4689",364812,17,2009,99,99,99,149
"4690",364885,12,2009,99,99,99,578
"4691",364946,40,2009,99,99,99,465
"4692",364955,48,2009,99,99,99,1983
"4693",364964,36,2009,99,99,99,123
"4694",364973,48,2009,99,99,99,1543
"4695",365055,36,2009,99,99,99,2044
"4696",365073,29,2009,99,99,99,229
"4697",365091,13,2009,99,99,99,566
"4698",365107,17,2009,99,99,99,94
"4699",365125,6,2009,99,99,99,283
"4700",365198,40,2009,99,99,99,709
"4701",365204,48,2009,99,99,99,1848
"4702",365213,40,2009,99,99,99,667
"4703",365240,39,2009,99,99,99,933
"4704",365374,40,2009,99,99,99,1342
"4705",365383,42,2009,99,99,99,188
"4706",365426,27,2009,99,99,99,299
"4707",365453,40,2009,99,99,99,31
"4708",365480,40,2009,99,99,99,787
"4709",365505,29,2009,99,99,99,90
"4710",365569,9,2009,99,99,99,53
"4711",365693,31,2009,99,99,99,123
"4712",365763,34,2009,99,99,99,52
"4713",365824,26,2009,99,99,99,298
"4714",365833,26,2009,99,99,99,379
"4715",366003,12,2009,99,99,99,109
"4716",366155,22,2009,99,99,99,58
"4717",366191,17,2009,99,99,99,3008
"4718",366252,42,2009,99,99,99,7775
"4719",366261,48,2009,99,99,99,249
"4720",366270,22,2009,99,99,99,618
"4721",366289,6,2009,99,99,99,128
"4722",366340,30,2009,99,99,99,966
"4723",366368,36,2009,99,99,99,111
"4724",366395,36,2009,99,99,99,33857
"4725",366401,6,2009,99,99,99,14117
"4726",366438,24,2009,99,99,99,160
"4727",366447,13,2009,99,99,99,2687
"4728",366465,13,2009,99,99,99,4052
"4729",366535,1,2009,99,99,99,998
"4730",366544,8,2009,99,99,99,1501
"4731",366553,12,2009,99,99,99,3897
"4732",366571,19,2009,99,99,99,52
"4733",366580,25,2009,99,99,99,1001
"4734",366605,35,2009,99,99,99,49
"4735",366623,40,2009,99,99,99,62
"4736",366632,42,2009,99,99,99,110
"4737",366650,47,2009,99,99,99,1771
"4738",366678,48,2009,99,99,99,1585
"4739",366696,48,2009,99,99,99,1866
"4740",366711,6,2009,99,99,99,10231
"4741",366748,15,2009,99,99,99,624
"4742",366793,51,2009,99,99,99,120
"4743",366960,6,2009,99,99,99,1786
"4744",367024,19,2009,99,99,99,1626
"4745",367051,17,2009,99,99,99,143
"4746",367088,18,2009,99,99,99,76
"4747",367097,20,2009,99,99,99,314
"4748",367103,21,2009,99,99,99,59
"4749",367112,22,2009,99,99,99,1316
"4750",367130,25,2009,99,99,99,284
"4751",367158,26,2009,99,99,99,177
"4752",367176,26,2009,99,99,99,130
"4753",367194,27,2009,99,99,99,734
"4754",367264,32,2009,99,99,99,1082
"4755",367316,48,2009,99,99,99,493
"4756",367334,36,2009,99,99,99,521
"4757",367361,48,2009,99,99,99,33
"4758",367398,34,2009,99,99,99,340
"4759",367413,42,2009,99,99,99,1203
"4760",367431,42,2009,99,99,99,51
"4761",367459,5,2009,99,99,99,11812
"4762",367662,6,2009,99,99,99,225
"4763",367839,8,2009,99,99,99,116
"4764",367875,12,2009,99,99,99,782
"4765",367884,12,2009,99,99,99,3371
"4766",367893,12,2009,99,99,99,68
"4767",367909,12,2009,99,99,99,2008
"4768",367936,13,2009,99,99,99,3842
"4769",367954,12,2009,99,99,99,1741
"4770",367972,17,2009,99,99,99,259
"4771",367981,17,2009,99,99,99,231
"4772",368036,18,2009,99,99,99,81
"4773",368160,29,2009,99,99,99,66
"4774",368188,29,2009,99,99,99,107
"4775",368230,34,2009,99,99,99,363
"4776",368364,40,2009,99,99,99,191
"4777",368407,42,2009,99,99,99,78
"4778",368443,47,2009,99,99,99,1310
"4779",368452,47,2009,99,99,99,660
"4780",368540,48,2009,99,99,99,70
"4781",368601,51,2009,99,99,99,2234
"4782",368629,53,2009,99,99,99,1335
"4783",368647,54,2009,99,99,99,42
"4784",368771,6,2009,99,99,99,323
"4785",368780,6,2009,99,99,99,367
"4786",368799,6,2009,99,99,99,1287
"4787",368805,6,2009,99,99,99,1245
"4788",368832,6,2009,99,99,99,101
"4789",368911,13,2009,99,99,99,3461
"4790",369002,25,2009,99,99,99,732
"4791",369020,30,2009,99,99,99,57
"4792",369084,35,2009,99,99,99,1336
"4793",369109,39,2009,99,99,99,182
"4794",369400,12,2009,99,99,99,6547
"4795",369419,12,2009,99,99,99,1831
"4796",369446,17,2009,99,99,99,173
"4797",369455,17,2009,99,99,99,122
"4798",369516,29,2009,99,99,99,427
"4799",369659,41,2009,99,99,99,355
"4800",369668,42,2009,99,99,99,176
"4801",369686,48,2009,99,99,99,364
"4802",369695,48,2009,99,99,99,108
"4803",369783,48,2009,99,99,99,1256
"4804",369792,9,2009,99,99,99,22
"4805",369817,42,2009,99,99,99,139
"4806",369862,39,2009,99,99,99,657
"4807",369905,39,2009,99,99,99,1330
"4808",369950,39,2009,99,99,99,392
"4809",371034,1,2009,99,99,99,33
"4810",371052,1,2009,99,99,99,690
"4811",371140,5,2009,99,99,99,99
"4812",371265,6,2009,99,99,99,1849
"4813",371690,6,2009,99,99,99,55
"4814",371760,6,2009,99,99,99,2985
"4815",371779,6,2009,99,99,99,2843
"4816",371830,6,2009,99,99,99,50
"4817",371928,6,2009,99,99,99,247
"4818",371964,6,2009,99,99,99,678
"4819",371982,6,2009,99,99,99,1887
"4820",372000,6,2009,99,99,99,62
"4821",372028,6,2009,99,99,99,311
"4822",372037,6,2009,99,99,99,2452
"4823",372073,6,2009,99,99,99,510
"4824",372082,6,2009,99,99,99,3392
"4825",372213,4,2009,99,99,99,503019
"4826",372222,6,2009,99,99,99,6627
"4827",372240,6,2009,99,99,99,56
"4828",372329,8,2009,99,99,99,799
"4829",372356,8,2009,99,99,99,231
"4830",372462,12,2009,99,99,99,173
"4831",372523,12,2009,99,99,99,1068
"4832",372578,12,2009,99,99,99,1274
"4833",372718,12,2009,99,99,99,434
"4834",372772,12,2009,99,99,99,721
"4835",372921,13,2009,99,99,99,1026
"4836",372958,15,2009,99,99,99,1035
"4837",373058,19,2009,99,99,99,849
"4838",373085,17,2009,99,99,99,587
"4839",373119,17,2009,99,99,99,276
"4840",373216,17,2009,99,99,99,304
"4841",373340,20,2009,99,99,99,171
"4842",373447,22,2009,99,99,99,57
"4843",373526,22,2009,99,99,99,555
"4844",373605,22,2009,99,99,99,61
"4845",373678,25,2009,99,99,99,282
"4846",373696,25,2009,99,99,99,348
"4847",373711,25,2009,99,99,99,60
"4848",373784,24,2009,99,99,99,1621
"4849",373827,23,2009,99,99,99,548
"4850",373890,26,2009,99,99,99,1618
"4851",374024,27,2009,99,99,99,453
"4852",374112,29,2009,99,99,99,75
"4853",374291,28,2009,99,99,99,82
"4854",374316,28,2009,99,99,99,178
"4855",374440,37,2009,99,99,99,8
"4856",374574,34,2009,99,99,99,1841
"4857",374592,34,2009,99,99,99,161
"4858",374875,32,2009,99,99,99,1339
"4859",374927,36,2009,99,99,99,130
"4860",374972,36,2009,99,99,99,3078
"4861",374990,36,2009,99,99,99,183
"4862",375106,36,2009,99,99,99,215
"4863",375230,36,2009,99,99,99,124
"4864",375300,39,2009,99,99,99,632
"4865",375319,39,2009,99,99,99,296
"4866",375373,39,2009,99,99,99,351
"4867",375407,39,2009,99,99,99,256
"4868",375416,39,2009,99,99,99,1169
"4869",375489,39,2009,99,99,99,1975
"4870",375540,39,2009,99,99,99,245
"4871",375559,39,2009,99,99,99,545
"4872",375568,39,2009,99,99,99,37
"4873",375647,40,2009,99,99,99,734
"4874",375656,40,2009,99,99,99,183
"4875",375683,40,2009,99,99,99,928
"4876",375692,40,2009,99,99,99,62
"4877",375708,40,2009,99,99,99,219
"4878",375717,40,2009,99,99,99,240
"4879",375726,40,2009,99,99,99,295
"4880",375735,40,2009,99,99,99,177
"4881",375744,40,2009,99,99,99,436
"4882",375753,40,2009,99,99,99,118
"4883",375762,40,2009,99,99,99,50
"4884",375799,40,2009,99,99,99,45
"4885",375841,41,2009,99,99,99,1063
"4886",375939,42,2009,99,99,99,487
"4887",375948,42,2009,99,99,99,1361
"4888",375966,42,2009,99,99,99,183
"4889",375984,42,2009,99,99,99,961
"4890",376039,42,2009,99,99,99,63
"4891",376136,42,2009,99,99,99,1146
"4892",376224,72,2009,99,99,99,1039
"4893",376242,72,2009,99,99,99,578
"4894",376288,72,2009,99,99,99,148
"4895",376321,72,2009,99,99,99,2181
"4896",376330,72,2009,99,99,99,890
"4897",376385,72,2009,99,99,99,1920
"4898",376446,45,2009,99,99,99,258
"4899",376631,47,2009,99,99,99,68
"4900",376668,47,2009,99,99,99,89
"4901",376677,47,2009,99,99,99,255
"4902",376695,68,2009,99,99,99,1164
"4903",376950,48,2009,99,99,99,140
"4904",376987,48,2009,99,99,99,194
"4905",377069,48,2009,99,99,99,1416
"4906",377111,48,2009,99,99,99,1350
"4907",377193,48,2009,99,99,99,126
"4908",377218,48,2009,99,99,99,135
"4909",377272,48,2009,99,99,99,52
"4910",377281,48,2009,99,99,99,51
"4911",377315,48,2009,99,99,99,163
"4912",377342,49,2009,99,99,99,169
"4913",377421,51,2009,99,99,99,562
"4914",377449,51,2009,99,99,99,617
"4915",377458,51,2009,99,99,99,672
"4916",377485,51,2009,99,99,99,45
"4917",377546,53,2009,99,99,99,105
"4918",377555,53,2009,99,99,99,3501
"4919",377564,53,2009,99,99,99,3911
"4920",377634,55,2009,99,99,99,14
"4921",377643,54,2009,99,99,99,171
"4922",377652,54,2009,99,99,99,128
"4923",377661,54,2009,99,99,99,131
"4924",377670,54,2009,99,99,99,69
"4925",377722,6,2009,99,99,99,666
"4926",377759,6,2009,99,99,99,183
"4927",378105,6,2009,99,99,99,382
"4928",378406,6,2009,99,99,99,1744
"4929",378576,6,2009,99,99,99,702
"4930",378886,12,2009,99,99,99,626
"4931",378956,12,2009,99,99,99,760
"4932",379029,12,2009,99,99,99,2294
"4933",379135,17,2009,99,99,99,141
"4934",379463,26,2009,99,99,99,85
"4935",379621,36,2009,99,99,99,181
"4936",379746,48,2009,99,99,99,56
"4937",379782,48,2009,99,99,99,252
"4938",380067,48,2009,99,99,99,38
"4939",380094,48,2009,99,99,99,1055
"4940",380359,26,2009,99,99,99,842
"4941",380368,27,2009,99,99,99,2842
"4942",380377,53,2009,99,99,99,1443
"4943",380401,49,2009,99,99,99,219
"4944",380410,49,2009,99,99,99,275
"4945",380438,49,2009,99,99,99,1041
"4946",380447,49,2009,99,99,99,241
"4947",380456,49,2009,99,99,99,336
"4948",380465,49,2009,99,99,99,3941
"4949",380474,49,2009,99,99,99,513
"4950",381255,6,2009,99,99,99,307
"4951",381282,6,2009,99,99,99,296
"4952",381325,6,2009,99,99,99,394
"4953",381334,6,2009,99,99,99,193
"4954",381352,8,2009,99,99,99,109
"4955",381361,8,2009,99,99,99,105
"4956",381370,26,2009,99,99,99,330
"4957",381404,48,2009,99,99,99,591
"4958",381459,4,2009,99,99,99,243
"4959",381486,19,2009,99,99,99,33
"4960",381529,53,2009,99,99,99,648
"4961",381617,26,2009,99,99,99,2692
"4962",381635,25,2009,99,99,99,198
"4963",381644,37,2009,99,99,99,315
"4964",381699,8,2009,99,99,99,40
"4965",381705,8,2009,99,99,99,50
"4966",381732,8,2009,99,99,99,447
"4967",381741,8,2009,99,99,99,376
"4968",381750,8,2009,99,99,99,165
"4969",381787,8,2009,99,99,99,858
"4970",381796,8,2009,99,99,99,506
"4971",381909,6,2009,99,99,99,2601
"4972",381945,6,2009,99,99,99,88
"4973",382054,48,2009,99,99,99,771
"4974",382063,72,2009,99,99,99,3463
"4975",382258,6,2009,99,99,99,814
"4976",382267,6,2009,99,99,99,178
"4977",382276,6,2009,99,99,99,1043
"4978",382416,25,2009,99,99,99,80
"4979",382461,28,2009,99,99,99,100
"4980",382504,37,2009,99,99,99,786
"4981",382771,47,2009,99,99,99,1265
"4982",382780,47,2009,99,99,99,601
"4983",382896,48,2009,99,99,99,669
"4984",382902,48,2009,99,99,99,113
"4985",382911,48,2009,99,99,99,139
"4986",382957,51,2009,99,99,99,636
"4987",383020,55,2009,99,99,99,122
"4988",383084,6,2009,99,99,99,5940
"4989",383163,12,2009,99,99,99,330
"4990",383172,12,2009,99,99,99,126
"4991",383190,15,2009,99,99,99,4272
"4992",383251,37,2009,99,99,99,219
"4993",383279,34,2009,99,99,99,207
"4994",383297,36,2009,99,99,99,427
"4995",383312,39,2009,99,99,99,243
"4996",383330,39,2009,99,99,99,216
"4997",383367,42,2009,99,99,99,261
"4998",383400,42,2009,99,99,99,118
"4999",383464,48,2009,99,99,99,100
"5000",383507,36,2009,99,99,99,23
"5001",383525,36,2009,99,99,99,191
"5002",383765,36,2009,99,99,99,327
"5003",383792,48,2009,99,99,99,376
"5004",383899,42,2009,99,99,99,657
"5005",383950,28,2009,99,99,99,741
"5006",383996,35,2009,99,99,99,1659
"5007",384184,6,2009,99,99,99,455
"5008",384193,6,2009,99,99,99,954
"5009",384209,4,2009,99,99,99,1247
"5010",384254,12,2009,99,99,99,141
"5011",384306,6,2009,99,99,99,223
"5012",384333,4,2009,99,99,99,11636
"5013",384342,17,2009,99,99,99,10168
"5014",384360,13,2009,99,99,99,2218
"5015",384379,13,2009,99,99,99,1949
"5016",384388,13,2009,99,99,99,1254
"5017",384397,13,2009,99,99,99,1936
"5018",384412,11,2009,99,99,99,620
"5019",384421,34,2009,99,99,99,77
"5020",385008,12,2009,99,99,99,1660
"5021",385132,12,2009,99,99,99,140
"5022",385503,42,2009,99,99,99,609
"5023",385549,48,2009,99,99,99,369
"5024",385619,12,2009,99,99,99,1773
"5025",386153,36,2009,99,99,99,420
"5026",386472,12,2009,99,99,99,639
