"","unitid","fips","year","level_of_study","race","sex","headcount"
"1",100654,1,2009,99,99,99,6173
"2",100663,1,2009,99,99,99,20395
"3",100690,1,2009,99,99,99,1097
"4",100706,1,2009,99,99,99,9102
"5",100724,1,2009,99,99,99,6625
"6",100751,1,2009,99,99,99,30613
"7",100760,1,2009,99,99,99,3423
"8",100812,1,2009,99,99,99,4918
"9",100830,1,2009,99,99,99,7227
"10",100858,1,2009,99,99,99,26464
"11",100937,1,2009,99,99,99,1611
"12",101028,1,2009,99,99,99,2737
"13",101073,1,2009,99,99,99,728
"14",101116,1,2009,99,99,99,1073
"15",101143,1,2009,99,99,99,4112
"16",101161,1,2009,99,99,99,6557
"17",101189,1,2009,99,99,99,4075
"18",101240,1,2009,99,99,99,10019
"19",101286,1,2009,99,99,99,6841
"20",101295,1,2009,99,99,99,8758
"21",101301,1,2009,99,99,99,3229
"22",101365,1,2009,99,99,99,716
"23",101435,1,2009,99,99,99,1233
"24",101453,1,2009,99,99,99,124
"25",101462,1,2009,99,99,99,2068
"26",101471,1,2009,99,99,99,1053
"27",101480,1,2009,99,99,99,11379
"28",101499,1,2009,99,99,99,2128
"29",101505,1,2009,99,99,99,13888
"30",101514,1,2009,99,99,99,16717
"31",101541,1,2009,99,99,99,342
"32",101569,1,2009,99,99,99,6637
"33",101587,1,2009,99,99,99,6390
"34",101602,1,2009,99,99,99,2572
"35",101648,1,2009,99,99,99,548
"36",101675,1,2009,99,99,99,2089
"37",101693,1,2009,99,99,99,1984
"38",101709,1,2009,99,99,99,3493
"39",101736,1,2009,99,99,99,6262
"40",101879,1,2009,99,99,99,8685
"41",101897,1,2009,99,99,99,4657
"42",101912,1,2009,99,99,99,2009
"43",101949,1,2009,99,99,99,2066
"44",101958,1,2009,99,99,99,133
"45",101994,1,2009,99,99,99,1111
"46",102030,1,2009,99,99,99,5911
"47",102049,1,2009,99,99,99,5145
"48",102058,1,2009,99,99,99,567
"49",102067,1,2009,99,99,99,9689
"50",102076,1,2009,99,99,99,3387
"51",102094,1,2009,99,99,99,17372
"52",102234,1,2009,99,99,99,1749
"53",102261,1,2009,99,99,99,239
"54",102270,1,2009,99,99,99,1185
"55",102298,1,2009,99,99,99,780
"56",102313,1,2009,99,99,99,2582
"57",102368,1,2009,99,99,99,38040
"58",102377,1,2009,99,99,99,3833
"59",102395,1,2009,99,99,99,1079
"60",102429,1,2009,99,99,99,6624
"61",102553,2,2009,99,99,99,27589
"62",102580,2,2009,99,99,99,37
"63",102614,2,2009,99,99,99,15661
"64",102632,2,2009,99,99,99,6347
"65",102669,2,2009,99,99,99,889
"66",102711,2,2009,99,99,99,1103
"67",102845,2,2009,99,99,99,3656
"68",103361,2,2009,99,99,99,2265
"69",103501,2,2009,99,99,99,555
"70",103644,4,2009,99,99,99,12190
"71",103723,4,2009,99,99,99,1856
"72",103732,4,2009,99,99,99,173
"73",103741,4,2009,99,99,99,390
"74",103778,4,2009,99,99,99,1487
"75",103787,4,2009,99,99,99,102
"76",103811,4,2009,99,99,99,1558
"77",103893,4,2009,99,99,99,1818
"78",103909,4,2009,99,99,99,1965
"79",103927,4,2009,99,99,99,1393
"80",103945,4,2009,99,99,99,349
"81",103954,4,2009,99,99,99,125
"82",103963,4,2009,99,99,99,2552
"83",104090,4,2009,99,99,99,2688
"84",104151,4,2009,99,99,99,76438
"85",104160,4,2009,99,99,99,12453
"86",104179,4,2009,99,99,99,42783
"87",104188,4,2009,99,99,99,333
"88",104294,4,2009,99,99,99,404
"89",104346,4,2009,99,99,99,15029
"90",104364,4,2009,99,99,99,1153
"91",104391,4,2009,99,99,99,90
"92",104425,4,2009,99,99,99,14633
"93",104434,4,2009,99,99,99,108
"94",104443,4,2009,99,99,99,305
"95",104504,4,2009,99,99,99,309
"96",104531,4,2009,99,99,99,3510
"97",104568,4,2009,99,99,99,425
"98",104577,4,2009,99,99,99,10247
"99",104586,4,2009,99,99,99,1782
"100",104665,4,2009,99,99,99,31
"101",104708,4,2009,99,99,99,32378
"102",104717,4,2009,99,99,99,53018
"103",104805,4,2009,99,99,99,1762
"104",104911,4,2009,99,99,99,297
"105",104984,4,2009,99,99,99,761
"106",105118,4,2009,99,99,99,1046
"107",105127,4,2009,99,99,99,154
"108",105145,4,2009,99,99,99,14159
"109",105154,4,2009,99,99,99,41759
"110",105163,4,2009,99,99,99,896
"111",105172,4,2009,99,99,99,1394
"112",105206,4,2009,99,99,99,9622
"113",105215,4,2009,99,99,99,3328
"114",105297,4,2009,99,99,99,2829
"115",105330,4,2009,99,99,99,25813
"116",105349,4,2009,99,99,99,9473
"117",105367,4,2009,99,99,99,2882
"118",105428,4,2009,99,99,99,20247
"119",105482,4,2009,99,99,99,248
"120",105516,4,2009,99,99,99,8134
"121",105525,4,2009,99,99,99,61012
"122",105534,4,2009,99,99,99,2381
"123",105543,35,2009,99,99,99,1795
"124",105589,4,2009,99,99,99,1460
"125",105659,4,2009,99,99,99,1114
"126",105668,4,2009,99,99,99,52634
"127",105677,4,2009,99,99,99,61
"128",105701,4,2009,99,99,99,113
"129",105747,4,2009,99,99,99,17492
"130",105792,4,2009,99,99,99,9490
"131",105899,4,2009,99,99,99,435
"132",105987,4,2009,99,99,99,1083
"133",106041,4,2009,99,99,99,3089
"134",106102,4,2009,99,99,99,4813
"135",106111,4,2009,99,99,99,494
"136",106148,4,2009,99,99,99,13438
"137",106245,5,2009,99,99,99,16578
"138",106263,5,2009,99,99,99,3252
"139",106281,5,2009,99,99,99,103
"140",106306,5,2009,99,99,99,1048
"141",106315,5,2009,99,99,99,54
"142",106324,5,2009,99,99,99,64
"143",106342,5,2009,99,99,99,650
"144",106351,5,2009,99,99,99,182
"145",106360,5,2009,99,99,99,55
"146",106397,5,2009,99,99,99,22690
"147",106412,5,2009,99,99,99,4258
"148",106449,5,2009,99,99,99,6845
"149",106458,5,2009,99,99,99,16288
"150",106467,5,2009,99,99,99,10918
"151",106485,5,2009,99,99,99,4504
"152",106494,5,2009,99,99,99,97
"153",106546,5,2009,99,99,99,1199
"154",106607,5,2009,99,99,99,100
"155",106625,5,2009,99,99,99,3464
"156",106704,5,2009,99,99,99,13766
"157",106713,5,2009,99,99,99,820
"158",106795,5,2009,99,99,99,2261
"159",106810,5,2009,99,99,99,180
"160",106829,5,2009,99,99,99,343
"161",106883,5,2009,99,99,99,2292
"162",106892,5,2009,99,99,99,473
"163",106908,5,2009,99,99,99,334
"164",106980,5,2009,99,99,99,5122
"165",106999,5,2009,99,99,99,2315
"166",107044,5,2009,99,99,99,7398
"167",107071,5,2009,99,99,99,4463
"168",107080,5,2009,99,99,99,1483
"169",107099,5,2009,99,99,99,115
"170",107123,5,2009,99,99,99,72
"171",107141,5,2009,99,99,99,2431
"172",107211,5,2009,99,99,99,38
"173",107220,5,2009,99,99,99,608
"174",107275,5,2009,99,99,99,37
"175",107293,5,2009,99,99,99,128
"176",107318,5,2009,99,99,99,3806
"177",107327,5,2009,99,99,99,3168
"178",107363,5,2009,99,99,99,102
"179",107442,5,2009,99,99,99,107
"180",107460,5,2009,99,99,99,3221
"181",107488,5,2009,99,99,99,317
"182",107512,5,2009,99,99,99,1528
"183",107521,5,2009,99,99,99,2081
"184",107549,5,2009,99,99,99,1892
"185",107558,5,2009,99,99,99,659
"186",107585,5,2009,99,99,99,3288
"187",107600,5,2009,99,99,99,736
"188",107619,5,2009,99,99,99,3020
"189",107637,5,2009,99,99,99,4072
"190",107655,5,2009,99,99,99,56
"191",107664,5,2009,99,99,99,15185
"192",107725,5,2009,99,99,99,2229
"193",107743,5,2009,99,99,99,1595
"194",107789,5,2009,99,99,99,129
"195",107831,5,2009,99,99,99,175
"196",107877,5,2009,99,99,99,709
"197",107974,5,2009,99,99,99,2587
"198",107983,5,2009,99,99,99,3918
"199",107992,5,2009,99,99,99,3751
"200",108065,5,2009,99,99,99,29
"201",108092,5,2009,99,99,99,9086
"202",108199,6,2009,99,99,99,16407
"203",108232,6,2009,99,99,99,21049
"204",108250,6,2009,99,99,99,1533
"205",108269,6,2009,99,99,99,122
"206",108348,6,2009,99,99,99,94
"207",108649,6,2009,99,99,99,308
"208",108667,6,2009,99,99,99,12736
"209",108807,6,2009,99,99,99,17967
"210",108852,6,2009,99,99,99,208
"211",108861,6,2009,99,99,99,94
"212",108870,6,2009,99,99,99,338
"213",108977,6,2009,99,99,99,50
"214",109013,6,2009,99,99,99,93
"215",109040,6,2009,99,99,99,2136
"216",109086,6,2009,99,99,99,135
"217",109208,6,2009,99,99,99,55644
"218",109332,6,2009,99,99,99,1004
"219",109350,6,2009,99,99,99,20654
"220",109651,6,2009,99,99,99,2135
"221",109721,6,2009,99,99,99,1063
"222",109730,6,2009,99,99,99,126
"223",109785,6,2009,99,99,99,10677
"224",109819,6,2009,99,99,99,28131
"225",109891,6,2009,99,99,99,33
"226",109907,6,2009,99,99,99,8411
"227",109934,6,2009,99,99,99,377
"228",110051,6,2009,99,99,99,604
"229",110060,6,2009,99,99,99,303
"230",110097,6,2009,99,99,99,6658
"231",110185,6,2009,99,99,99,1420
"232",110194,6,2009,99,99,99,379
"233",110219,6,2009,99,99,99,1111
"234",110246,6,2009,99,99,99,18435
"235",110307,6,2009,99,99,99,336
"236",110316,6,2009,99,99,99,1483
"237",110334,6,2009,99,99,99,21877
"238",110361,6,2009,99,99,99,4934
"239",110370,6,2009,99,99,99,1843
"240",110398,6,2009,99,99,99,1376
"241",110404,6,2009,99,99,99,2244
"242",110413,6,2009,99,99,99,4477
"243",110422,6,2009,99,99,99,20194
"244",110468,6,2009,99,99,99,4656
"245",110486,6,2009,99,99,99,9576
"246",110495,6,2009,99,99,99,9034
"247",110510,6,2009,99,99,99,19729
"248",110529,6,2009,99,99,99,23217
"249",110538,6,2009,99,99,99,17892
"250",110547,6,2009,99,99,99,15924
"251",110556,6,2009,99,99,99,21755
"252",110565,6,2009,99,99,99,38551
"253",110574,6,2009,99,99,99,16879
"254",110583,6,2009,99,99,99,37291
"255",110592,6,2009,99,99,99,23515
"256",110608,6,2009,99,99,99,38028
"257",110617,6,2009,99,99,99,30873
"258",110635,6,2009,99,99,99,38970
"259",110644,6,2009,99,99,99,33513
"260",110653,6,2009,99,99,99,29237
"261",110662,6,2009,99,99,99,41488
"262",110671,6,2009,99,99,99,20895
"263",110680,6,2009,99,99,99,30797
"264",110699,6,2009,99,99,99,3166
"265",110705,6,2009,99,99,99,24702
"266",110714,6,2009,99,99,99,18296
"267",110778,6,2009,99,99,99,550
"268",110875,6,2009,99,99,99,138
"269",110918,6,2009,99,99,99,30
"270",110945,6,2009,99,99,99,1929
"271",111009,6,2009,99,99,99,1326
"272",111054,6,2009,99,99,99,229
"273",111081,6,2009,99,99,99,1415
"274",111188,6,2009,99,99,99,836
"275",111391,6,2009,99,99,99,1036
"276",111434,6,2009,99,99,99,11597
"277",111461,6,2009,99,99,99,35691
"278",111513,6,2009,99,99,99,379
"279",111638,6,2009,99,99,99,847
"280",111708,6,2009,99,99,99,442
"281",111717,6,2009,99,99,99,1067
"282",111726,6,2009,99,99,99,530
"283",111744,6,2009,99,99,99,344
"284",111762,6,2009,99,99,99,222
"285",111771,6,2009,99,99,99,351
"286",111799,6,2009,99,99,99,345
"287",111887,6,2009,99,99,99,31480
"288",111896,6,2009,99,99,99,11166
"289",111920,6,2009,99,99,99,23010
"290",111939,6,2009,99,99,99,29057
"291",111948,6,2009,99,99,99,6933
"292",111966,6,2009,99,99,99,304
"293",112075,6,2009,99,99,99,3491
"294",112084,6,2009,99,99,99,484
"295",112127,6,2009,99,99,99,96
"296",112172,6,2009,99,99,99,17335
"297",112190,6,2009,99,99,99,49181
"298",112251,6,2009,99,99,99,2517
"299",112260,6,2009,99,99,99,1268
"300",112288,6,2009,99,99,99,595
"301",112312,6,2009,99,99,99,411
"302",112367,6,2009,99,99,99,2586
"303",112385,6,2009,99,99,99,18520
"304",112394,6,2009,99,99,99,241
"305",112446,6,2009,99,99,99,979
"306",112455,6,2009,99,99,99,136
"307",112525,6,2009,99,99,99,2781
"308",112561,6,2009,99,99,99,6244
"309",112570,6,2009,99,99,99,412
"310",112686,6,2009,99,99,99,12776
"311",112783,6,2009,99,99,99,1083
"312",112826,6,2009,99,99,99,13037
"313",113096,6,2009,99,99,99,24049
"314",113111,6,2009,99,99,99,8529
"315",113193,6,2009,99,99,99,17077
"316",113218,6,2009,99,99,99,15432
"317",113227,6,2009,99,99,99,291
"318",113236,6,2009,99,99,99,22320
"319",113333,6,2009,99,99,99,40906
"320",113397,6,2009,99,99,99,776
"321",113449,6,2009,99,99,99,295
"322",113537,6,2009,99,99,99,44
"323",113573,6,2009,99,99,99,13154
"324",113582,6,2009,99,99,99,393
"325",113607,6,2009,99,99,99,16554
"326",113634,6,2009,99,99,99,34423
"327",113698,6,2009,99,99,99,2370
"328",113704,6,2009,99,99,99,90
"329",113856,6,2009,99,99,99,60651
"330",113908,6,2009,99,99,99,1189
"331",113953,6,2009,99,99,99,8821
"332",113980,6,2009,99,99,99,39717
"333",114044,6,2009,99,99,99,120
"334",114062,6,2009,99,99,99,308
"335",114071,6,2009,99,99,99,700
"336",114080,6,2009,99,99,99,636
"337",114114,6,2009,99,99,99,209
"338",114123,6,2009,99,99,99,923
"339",114266,6,2009,99,99,99,18333
"340",114354,6,2009,99,99,99,5925
"341",114372,6,2009,99,99,99,182
"342",114390,6,2009,99,99,99,1217
"343",114415,6,2009,99,99,99,599
"344",114433,6,2009,99,99,99,3805
"345",114460,6,2009,99,99,99,397
"346",114549,6,2009,99,99,99,2176
"347",114585,6,2009,99,99,99,357
"348",114628,6,2009,99,99,99,158
"349",114716,6,2009,99,99,99,33129
"350",114734,6,2009,99,99,99,68
"351",114761,6,2009,99,99,99,125
"352",114789,6,2009,99,99,99,35400
"353",114813,6,2009,99,99,99,4317
"354",114840,6,2009,99,99,99,4470
"355",114859,6,2009,99,99,99,32480
"356",114895,6,2009,99,99,99,217
"357",114938,6,2009,99,99,99,16491
"358",114947,6,2009,99,99,99,3870
"359",115001,6,2009,99,99,99,24604
"360",115010,6,2009,99,99,99,411
"361",115083,6,2009,99,99,99,4956
"362",115126,6,2009,99,99,99,20800
"363",115214,6,2009,99,99,99,262
"364",115296,6,2009,99,99,99,31099
"365",115357,6,2009,99,99,99,56
"366",115393,6,2009,99,99,99,16837
"367",115409,6,2009,99,99,99,768
"368",115454,6,2009,99,99,99,1888
"369",115472,6,2009,99,99,99,2623
"370",115490,6,2009,99,99,99,2309
"371",115515,6,2009,99,99,99,2074
"372",115533,6,2009,99,99,99,2467
"373",115658,6,2009,99,99,99,258
"374",115728,6,2009,99,99,99,1383
"375",115746,6,2009,99,99,99,722
"376",115755,6,2009,99,99,99,8237
"377",115773,6,2009,99,99,99,1291
"378",115861,6,2009,99,99,99,11346
"379",115931,6,2009,99,99,99,906
"380",116040,6,2009,99,99,99,1762
"381",116226,6,2009,99,99,99,510
"382",116350,6,2009,99,99,99,149
"383",116439,6,2009,99,99,99,24004
"384",116466,6,2009,99,99,99,2616
"385",116475,6,2009,99,99,99,1703
"386",116484,6,2009,99,99,99,1997
"387",116563,6,2009,99,99,99,192
"388",116624,6,2009,99,99,99,156
"389",116712,6,2009,99,99,99,2039
"390",116846,6,2009,99,99,99,257
"391",117052,6,2009,99,99,99,21586
"392",117104,6,2009,99,99,99,602
"393",117113,6,2009,99,99,99,2876
"394",117140,6,2009,99,99,99,9733
"395",117168,6,2009,99,99,99,444
"396",117195,6,2009,99,99,99,6492
"397",117238,6,2009,99,99,99,219
"398",117247,6,2009,99,99,99,22589
"399",117274,6,2009,99,99,99,4893
"400",117520,6,2009,99,99,99,449
"401",117557,6,2009,99,99,99,662
"402",117575,6,2009,99,99,99,250
"403",117627,6,2009,99,99,99,2595
"404",117636,6,2009,99,99,99,5014
"405",117645,6,2009,99,99,99,39919
"406",117672,6,2009,99,99,99,534
"407",117690,6,2009,99,99,99,15232
"408",117706,6,2009,99,99,99,32042
"409",117715,6,2009,99,99,99,12253
"410",117724,6,2009,99,99,99,24777
"411",117733,6,2009,99,99,99,29681
"412",117751,6,2009,99,99,99,1669
"413",117788,6,2009,99,99,99,31134
"414",117803,6,2009,99,99,99,394
"415",117867,6,2009,99,99,99,16660
"416",117894,6,2009,99,99,99,16606
"417",117928,6,2009,99,99,99,2092
"418",117946,6,2009,99,99,99,9934
"419",117955,6,2009,99,99,99,263
"420",118116,6,2009,99,99,99,181
"421",118125,6,2009,99,99,99,149
"422",118134,6,2009,99,99,99,262
"423",118143,6,2009,99,99,99,114
"424",118161,6,2009,99,99,99,182
"425",118189,6,2009,99,99,99,235
"426",118198,6,2009,99,99,99,912
"427",118259,6,2009,99,99,99,1211
"428",118277,6,2009,99,99,99,2189
"429",118286,6,2009,99,99,99,2073
"430",118347,6,2009,99,99,99,11111
"431",118356,6,2009,99,99,99,3973
"432",118541,6,2009,99,99,99,662
"433",118684,6,2009,99,99,99,7378
"434",118693,6,2009,99,99,99,704
"435",118709,6,2009,99,99,99,166
"436",118718,6,2009,99,99,99,14960
"437",118772,6,2009,99,99,99,12402
"438",118888,6,2009,99,99,99,1635
"439",118912,6,2009,99,99,99,21160
"440",118921,6,2009,99,99,99,642
"441",118930,6,2009,99,99,99,17615
"442",118958,6,2009,99,99,99,90
"443",118967,6,2009,99,99,99,1898
"444",118976,6,2009,99,99,99,24941
"445",118994,6,2009,99,99,99,51
"446",119058,6,2009,99,99,99,947
"447",119067,6,2009,99,99,99,16602
"448",119137,6,2009,99,99,99,25058
"449",119164,6,2009,99,99,99,38741
"450",119173,6,2009,99,99,99,2954
"451",119216,6,2009,99,99,99,23960
"452",119234,6,2009,99,99,99,269
"453",119270,6,2009,99,99,99,2308
"454",119331,6,2009,99,99,99,10674
"455",119340,6,2009,99,99,99,1090
"456",119359,6,2009,99,99,99,1828
"457",119368,6,2009,99,99,99,1121
"458",119438,6,2009,99,99,99,1099
"459",119456,6,2009,99,99,99,1678
"460",119465,6,2009,99,99,99,1341
"461",119508,6,2009,99,99,99,2122
"462",119544,6,2009,99,99,99,736
"463",119553,6,2009,99,99,99,759
"464",119605,6,2009,99,99,99,27332
"465",119678,6,2009,99,99,99,3854
"466",119775,6,2009,99,99,99,715
"467",119845,6,2009,99,99,99,335
"468",119951,6,2009,99,99,99,581
"469",120069,6,2009,99,99,99,502
"470",120078,6,2009,99,99,99,888
"471",120087,6,2009,99,99,99,273
"472",120166,6,2009,99,99,99,1503
"473",120184,6,2009,99,99,99,2014
"474",120254,6,2009,99,99,99,2064
"475",120272,6,2009,99,99,99,196
"476",120290,6,2009,99,99,99,17499
"477",120342,6,2009,99,99,99,33303
"478",120403,6,2009,99,99,99,1299
"479",120421,6,2009,99,99,99,13385
"480",120537,6,2009,99,99,99,1289
"481",120661,6,2009,99,99,99,959
"482",120698,6,2009,99,99,99,574
"483",120740,6,2009,99,99,99,173
"484",120768,6,2009,99,99,99,715
"485",120795,6,2009,99,99,99,213
"486",120838,6,2009,99,99,99,241
"487",120865,6,2009,99,99,99,1680
"488",120883,6,2009,99,99,99,6974
"489",120944,6,2009,99,99,99,361
"490",120953,6,2009,99,99,99,5622
"491",120971,6,2009,99,99,99,40897
"492",121008,6,2009,99,99,99,374
"493",121017,6,2009,99,99,99,489
"494",121044,6,2009,99,99,99,37652
"495",121071,6,2009,99,99,99,1429
"496",121150,6,2009,99,99,99,8476
"497",121257,6,2009,99,99,99,1069
"498",121275,6,2009,99,99,99,323
"499",121309,6,2009,99,99,99,4230
"500",121345,6,2009,99,99,99,1570
"501",121363,6,2009,99,99,99,6553
"502",121381,6,2009,99,99,99,1349
"503",121433,6,2009,99,99,99,231
"504",121619,6,2009,99,99,99,48552
"505",121628,6,2009,99,99,99,115
"506",121637,6,2009,99,99,99,79
"507",121691,6,2009,99,99,99,5301
"508",121707,6,2009,99,99,99,11177
"509",121859,6,2009,99,99,99,252
"510",121868,6,2009,99,99,99,125
"511",121877,6,2009,99,99,99,204
"512",121886,6,2009,99,99,99,36272
"513",121901,6,2009,99,99,99,54751
"514",121983,6,2009,99,99,99,1224
"515",121992,6,2009,99,99,99,277
"516",122117,6,2009,99,99,99,233
"517",122180,6,2009,99,99,99,40786
"518",122205,6,2009,99,99,99,36180
"519",122296,6,2009,99,99,99,1784
"520",122339,6,2009,99,99,99,30010
"521",122366,6,2009,99,99,99,508
"522",122375,6,2009,99,99,99,38806
"523",122384,6,2009,99,99,99,21822
"524",122409,6,2009,99,99,99,34997
"525",122436,6,2009,99,99,99,8819
"526",122454,6,2009,99,99,99,678
"527",122506,6,2009,99,99,99,428
"528",122597,6,2009,99,99,99,32912
"529",122603,6,2009,99,99,99,441
"530",122612,6,2009,99,99,99,10689
"531",122649,6,2009,99,99,99,212
"532",122658,6,2009,99,99,99,27366
"533",122685,6,2009,99,99,99,2374
"534",122694,6,2009,99,99,99,1668
"535",122728,6,2009,99,99,99,720
"536",122746,6,2009,99,99,99,18855
"537",122755,6,2009,99,99,99,33109
"538",122791,6,2009,99,99,99,18615
"539",122834,6,2009,99,99,99,1520
"540",122843,6,2009,99,99,99,12863
"541",122852,6,2009,99,99,99,520
"542",122889,6,2009,99,99,99,28763
"543",122931,6,2009,99,99,99,9883
"544",122977,6,2009,99,99,99,49586
"545",123013,6,2009,99,99,99,37533
"546",123095,6,2009,99,99,99,754
"547",123165,6,2009,99,99,99,998
"548",123208,6,2009,99,99,99,3295
"549",123217,6,2009,99,99,99,19360
"550",123280,6,2009,99,99,99,75
"551",123299,6,2009,99,99,99,14740
"552",123341,6,2009,99,99,99,28583
"553",123350,6,2009,99,99,99,216
"554",123396,6,2009,99,99,99,246
"555",123448,6,2009,99,99,99,190
"556",123457,6,2009,99,99,99,1380
"557",123484,6,2009,99,99,99,5571
"558",123493,6,2009,99,99,99,2042
"559",123509,6,2009,99,99,99,17419
"560",123527,6,2009,99,99,99,22980
"561",123554,6,2009,99,99,99,4263
"562",123563,6,2009,99,99,99,18688
"563",123572,6,2009,99,99,99,8972
"564",123581,6,2009,99,99,99,187
"565",123633,6,2009,99,99,99,870
"566",123642,6,2009,99,99,99,570
"567",123651,6,2009,99,99,99,2699
"568",123679,6,2009,99,99,99,861
"569",123800,6,2009,99,99,99,28784
"570",123855,6,2009,99,99,99,95
"571",123916,6,2009,99,99,99,81
"572",123943,6,2009,99,99,99,497
"573",123952,6,2009,99,99,99,493
"574",123961,6,2009,99,99,99,38860
"575",123970,6,2009,99,99,99,1155
"576",124113,6,2009,99,99,99,14587
"577",124283,6,2009,99,99,99,466
"578",124292,6,2009,99,99,99,348
"579",124344,6,2009,99,99,99,280
"580",124487,6,2009,99,99,99,363
"581",124681,6,2009,99,99,99,13417
"582",124706,6,2009,99,99,99,979
"583",124779,6,2009,99,99,99,39
"584",124937,6,2009,99,99,99,802
"585",125028,6,2009,99,99,99,22942
"586",125082,6,2009,99,99,99,257
"587",125091,6,2009,99,99,99,19431
"588",125170,6,2009,99,99,99,12161
"589",125231,27,2009,99,99,99,63875
"590",125301,6,2009,99,99,99,2707
"591",125462,6,2009,99,99,99,4778
"592",125471,6,2009,99,99,99,18188
"593",125480,6,2009,99,99,99,296
"594",125499,6,2009,99,99,99,20215
"595",125532,6,2009,99,99,99,2690
"596",125718,6,2009,99,99,99,150
"597",125727,6,2009,99,99,99,1367
"598",125763,6,2009,99,99,99,2266
"599",125897,6,2009,99,99,99,2083
"600",126012,6,2009,99,99,99,423
"601",126030,6,2009,99,99,99,465
"602",126049,6,2009,99,99,99,1074
"603",126076,6,2009,99,99,99,132
"604",126119,6,2009,99,99,99,12375
"605",126164,8,2009,99,99,99,141
"606",126182,8,2009,99,99,99,3836
"607",126207,8,2009,99,99,99,8258
"608",126289,8,2009,99,99,99,16833
"609",126359,8,2009,99,99,99,901
"610",126401,8,2009,99,99,99,1643
"611",126410,8,2009,99,99,99,232
"612",126562,8,2009,99,99,99,32606
"613",126580,8,2009,99,99,99,13019
"614",126605,8,2009,99,99,99,1331
"615",126614,8,2009,99,99,99,37348
"616",126669,8,2009,99,99,99,3762
"617",126678,8,2009,99,99,99,2598
"618",126687,8,2009,99,99,99,854
"619",126702,8,2009,99,99,99,3154
"620",126711,8,2009,99,99,99,10934
"621",126748,8,2009,99,99,99,2361
"622",126775,8,2009,99,99,99,6670
"623",126784,8,2009,99,99,99,166
"624",126818,8,2009,99,99,99,35137
"625",126827,8,2009,99,99,99,4285
"626",126854,8,2009,99,99,99,212
"627",126863,8,2009,99,99,99,10188
"628",126872,8,2009,99,99,99,725
"629",126915,8,2009,99,99,99,2493
"630",126924,8,2009,99,99,99,194
"631",126942,8,2009,99,99,99,17274
"632",126951,8,2009,99,99,99,1732
"633",126979,8,2009,99,99,99,1074
"634",127024,8,2009,99,99,99,1507
"635",127060,8,2009,99,99,99,13762
"636",127158,8,2009,99,99,99,4363
"637",127185,8,2009,99,99,99,4407
"638",127200,8,2009,99,99,99,28236
"639",127219,8,2009,99,99,99,59
"640",127228,8,2009,99,99,99,356
"641",127273,8,2009,99,99,99,312
"642",127316,8,2009,99,99,99,370
"643",127389,8,2009,99,99,99,1502
"644",127556,8,2009,99,99,99,8800
"645",127565,8,2009,99,99,99,29074
"646",127617,8,2009,99,99,99,2935
"647",127653,8,2009,99,99,99,1179
"648",127680,8,2009,99,99,99,612
"649",127699,8,2009,99,99,99,691
"650",127714,8,2009,99,99,99,1483
"651",127732,8,2009,99,99,99,3923
"652",127741,8,2009,99,99,99,15332
"653",127778,8,2009,99,99,99,2214
"654",127787,8,2009,99,99,99,1933
"655",127820,8,2009,99,99,99,20231
"656",127839,8,2009,99,99,99,621
"657",127884,8,2009,99,99,99,10839
"658",127909,8,2009,99,99,99,14622
"659",127918,8,2009,99,99,99,14609
"660",127945,8,2009,99,99,99,696
"661",127954,8,2009,99,99,99,60
"662",128106,8,2009,99,99,99,14604
"663",128151,8,2009,99,99,99,1684
"664",128179,8,2009,99,99,99,638
"665",128188,8,2009,99,99,99,990
"666",128258,8,2009,99,99,99,2774
"667",128328,8,2009,99,99,99,4620
"668",128337,8,2009,99,99,99,297
"669",128391,8,2009,99,99,99,2402
"670",128425,8,2009,99,99,99,35
"671",128498,9,2009,99,99,99,2709
"672",128540,9,2009,99,99,99,153
"673",128577,9,2009,99,99,99,2723
"674",128586,9,2009,99,99,99,59
"675",128674,9,2009,99,99,99,1126
"676",128683,9,2009,99,99,99,1037
"677",128726,9,2009,99,99,99,241
"678",128744,9,2009,99,99,99,6295
"679",128762,9,2009,99,99,99,490
"680",128771,9,2009,99,99,99,15535
"681",128780,9,2009,99,99,99,3443
"682",128896,9,2009,99,99,99,498
"683",128902,9,2009,99,99,99,2178
"684",128957,9,2009,99,99,99,302
"685",129002,9,2009,99,99,99,731
"686",129020,9,2009,99,99,99,27322
"687",129154,9,2009,99,99,99,3193
"688",129181,9,2009,99,99,99,1981
"689",129215,9,2009,99,99,99,6650
"690",129242,9,2009,99,99,99,6101
"691",129349,9,2009,99,99,99,327
"692",129367,9,2009,99,99,99,6150
"693",129428,9,2009,99,99,99,831
"694",129446,9,2009,99,99,99,45
"695",129482,9,2009,99,99,99,739
"696",129491,9,2009,99,99,99,222
"697",129525,9,2009,99,99,99,8758
"698",129534,9,2009,99,99,99,428
"699",129543,9,2009,99,99,99,8366
"700",129613,9,2009,99,99,99,311
"701",129640,9,2009,99,99,99,56
"702",129686,9,2009,99,99,99,103
"703",129695,9,2009,99,99,99,10326
"704",129729,9,2009,99,99,99,9451
"705",129756,9,2009,99,99,99,4434
"706",129774,9,2009,99,99,99,1057
"707",129808,9,2009,99,99,99,5630
"708",129923,9,2009,99,99,99,1582
"709",129932,9,2009,99,99,99,1175
"710",129941,9,2009,99,99,99,6705
"711",129969,9,2009,99,99,99,495
